model,solver,reltol,abstol,success,runTime,memory,allocs,sqDiff,iteration
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,14
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,15
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,1
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,2
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,3
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,4
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,5
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,6
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,7
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,8
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,9
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,10
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,11
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,12
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,13
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,14
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,15
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,1
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,2
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,3
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,4
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,5
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,6
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,7
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,8
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,9
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,10
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,11
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,12
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,13
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,14
model_Laske_PLOSComputBiol2019.jl,Vern8(true),1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,15
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,1
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,2
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,3
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,4
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,5
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,6
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,7
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,8
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,9
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,10
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,11
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,12
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,13
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,14
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,15
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,1
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,2
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,3
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,4
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,5
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,6
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,7
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,8
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,9
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,10
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,11
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,12
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,13
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,14
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-9,1.0e-9,false,NaN,NaN,NaN,NaN,15
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,1
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,2
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,3
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,4
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,5
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,6
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,7
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,8
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,9
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,10
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,11
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,12
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,13
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,14
model_Laske_PLOSComputBiol2019.jl,"Tsit5(stage_limiter! = trivial_limiter!, step_limiter! = trivial_limiter!, thread = static(false))",1.0e-12,1.0e-12,false,NaN,NaN,NaN,NaN,15
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,1
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,2
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,3
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,4
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,5
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,6
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,7
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,8
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,9
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,10
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,11
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,12
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,13
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,14
model_Laske_PLOSComputBiol2019.jl,DP5(),1.0e-6,1.0e-6,false,NaN,NaN,NaN,NaN,15
